role,sheet,code,source,raw,seg_type,text
Giáo viên,00_CONTEXT,CTX-SPECIAL-FEATURE,Diễn giải học thuật,"Đối chiếu GV cho thấy đặc điểm đặc thù có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy đặc điểm đặc thù có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,00_CONTEXT,CTX-STRUCTURE,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,00_CONTEXT,CTX-STRUCTURE,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,00_CONTEXT,CTX-STRUCTURE,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,00_CONTEXT,CTX-STRUCTURE,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
Giáo viên,00_CONTEXT,CTX-STRUCTURE,Diễn giải học thuật,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về cơ cấu lãnh đạo, quản lý cấp trung và phòng ban.",analyst,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về cơ cấu lãnh đạo, quản lý cấp trung và phòng ban."
Giáo viên,00_CONTEXT,CTX-LEAD-STRUCT,Điểm hội tụ liên trường,3/4 trường có nguồn GV cung cấp dữ liệu về cơ cấu lãnh đạo.,analyst,3/4 trường có nguồn GV cung cấp dữ liệu về cơ cấu lãnh đạo.
Giáo viên,00_CONTEXT,CTX-LEAD-STRUCT,Điểm phân kì liên trường,"Khác biệt bối cảnh phản ánh quy mô, chương trình, cấp học hoặc vai trò; không được diễn giải như bất đồng quan điểm.",analyst,"Khác biệt bối cảnh phản ánh quy mô, chương trình, cấp học hoặc vai trò; không được diễn giải như bất đồng quan điểm."
Giáo viên,00_CONTEXT,CTX-LEAD-STRUCT,Loại quan hệ so sánh,Hội tụ một phần về bối cảnh,analyst,Hội tụ một phần về bối cảnh
Giáo viên,00_CONTEXT,CTX-LEAD-STRUCT,Mức độ bằng chứng,Khá (3/5 trường; 5/9 nguồn GV; TrD 0 nguồn),analyst,Khá (3/5 trường; 5/9 nguồn GV; TrD 0 nguồn)
Giáo viên,00_CONTEXT,CTX-LEAD-STRUCT,Diễn giải học thuật,"Đối chiếu GV cho thấy cơ cấu lãnh đạo có độ phủ 3/5 trường, tương ứng 5/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy cơ cấu lãnh đạo có độ phủ 3/5 trường, tương ứng 5/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,00_CONTEXT,CTX-MIDDLE-MGMT,Điểm hội tụ liên trường,Chỉ TrB có dữ liệu trực tiếp về quản lý cấp trung.,analyst,Chỉ TrB có dữ liệu trực tiếp về quản lý cấp trung.
Giáo viên,00_CONTEXT,CTX-MIDDLE-MGMT,Điểm phân kì liên trường,"Khác biệt bối cảnh phản ánh quy mô, chương trình, cấp học hoặc vai trò; không được diễn giải như bất đồng quan điểm.",analyst,"Khác biệt bối cảnh phản ánh quy mô, chương trình, cấp học hoặc vai trò; không được diễn giải như bất đồng quan điểm."
Giáo viên,00_CONTEXT,CTX-MIDDLE-MGMT,Mức độ bằng chứng,Yếu (1/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Yếu (1/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,00_CONTEXT,CTX-MIDDLE-MGMT,Diễn giải học thuật,"Đối chiếu GV cho thấy quản lý cấp trung có độ phủ 1/5 trường, tương ứng 4/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy quản lý cấp trung có độ phủ 1/5 trường, tương ứng 4/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,00_CONTEXT,CTX-DEPT,Điểm hội tụ liên trường,2/4 trường có nguồn GV cung cấp dữ liệu về các phòng ban.,analyst,2/4 trường có nguồn GV cung cấp dữ liệu về các phòng ban.
Giáo viên,00_CONTEXT,CTX-DEPT,Điểm phân kì liên trường,"Khác biệt bối cảnh phản ánh quy mô, chương trình, cấp học hoặc vai trò; không được diễn giải như bất đồng quan điểm.",analyst,"Khác biệt bối cảnh phản ánh quy mô, chương trình, cấp học hoặc vai trò; không được diễn giải như bất đồng quan điểm."
Giáo viên,00_CONTEXT,CTX-DEPT,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,00_CONTEXT,CTX-DEPT,Mức độ bằng chứng,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn)
Giáo viên,00_CONTEXT,CTX-DEPT,Diễn giải học thuật,"Đối chiếu GV cho thấy các phòng ban có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy các phòng ban có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Đây là biến bối cảnh giúp giải thích khác biệt về trải nghiệm, quyền tiếp cận và điều kiện vận hành. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,00_CONTEXT,CTX-FOREIGN-LOCAL,Điểm hội tụ liên trường,TrB và TrC đều xác nhận đội ngũ Việt Nam–quốc tế gắn với các tuyến chương trình khác nhau.,analyst,TrB và TrC đều xác nhận đội ngũ Việt Nam–quốc tế gắn với các tuyến chương trình khác nhau.
Giáo viên,00_CONTEXT,CTX-FOREIGN-LOCAL,Điểm phân kì liên trường,Dữ liệu trực tiếp chỉ có ở hai trường; TrB nhấn mạnh thêm khác biệt văn hóa và tính liên tục của lãnh đạo quốc tế.,analyst,Dữ liệu trực tiếp chỉ có ở hai trường; TrB nhấn mạnh thêm khác biệt văn hóa và tính liên tục của lãnh đạo quốc tế.
Giáo viên,00_CONTEXT,CTX-FOREIGN-LOCAL,Loại quan hệ so sánh,Hội tụ hạn chế về đội ngũ đa văn hóa,analyst,Hội tụ hạn chế về đội ngũ đa văn hóa
Giáo viên,00_CONTEXT,CTX-FOREIGN-LOCAL,Mức độ bằng chứng,Trung bình (2/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,00_CONTEXT,CTX-FOREIGN-LOCAL,Diễn giải học thuật,"Không khái quát đặc tính theo quốc tịch. Trọng tâm phân tích nên là ngôn ngữ, quyền hạn, phối hợp, hợp đồng và chuyển giao tri thức.",analyst,"Không khái quát đặc tính theo quốc tịch. Trọng tâm phân tích nên là ngôn ngữ, quyền hạn, phối hợp, hợp đồng và chuyển giao tri thức."
Giáo viên,01_STRUCTURAL,QA-NOR,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,01_STRUCTURAL,QA-NOR,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,01_STRUCTURAL,QA-NOR,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,01_STRUCTURAL,QA-NOR,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
Giáo viên,01_STRUCTURAL,QA-NOR,Diễn giải học thuật,Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về mục tiêu và chuẩn chất lượng.,analyst,Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về mục tiêu và chuẩn chất lượng.
Giáo viên,01_STRUCTURAL,QA-GOAL-AWARE,Điểm hội tụ liên trường,Cả bốn trường có nguồn GV đều nhận diện mục tiêu chất lượng ở một mức độ nào đó.,analyst,Cả bốn trường có nguồn GV đều nhận diện mục tiêu chất lượng ở một mức độ nào đó.
Giáo viên,01_STRUCTURAL,QA-GOAL-AWARE,Điểm phân kì liên trường,"Mức hiểu không đồng đều: một số giáo viên gọi tên được mục tiêu/đầu ra, trong khi người khác chỉ nhận diện qua kiểm định, chỉ đạo hoặc còn mơ hồ.",analyst,"Mức hiểu không đồng đều: một số giáo viên gọi tên được mục tiêu/đầu ra, trong khi người khác chỉ nhận diện qua kiểm định, chỉ đạo hoặc còn mơ hồ."
Giáo viên,01_STRUCTURAL,QA-GOAL-AWARE,Phân kì nội trường,TrB: một phần; TrE: một phần,analyst,TrB: một phần; TrE: một phần
Giáo viên,01_STRUCTURAL,QA-GOAL-AWARE,Loại quan hệ so sánh,Hội tụ về sự tồn tại + phân kì mức nhận biết,analyst,Hội tụ về sự tồn tại + phân kì mức nhận biết
Giáo viên,01_STRUCTURAL,QA-GOAL-AWARE,Mức độ bằng chứng,Mạnh (4/5 trường; 8/9 nguồn GV; TrD 0 nguồn),analyst,Mạnh (4/5 trường; 8/9 nguồn GV; TrD 0 nguồn)
Giáo viên,01_STRUCTURAL,QA-GOAL-AWARE,Diễn giải học thuật,Mục tiêu chất lượng chưa trở thành ngôn ngữ chung đồng đều. Khoảng cách giữa mục tiêu được công bố và mục tiêu được giáo viên hiểu là điểm nghẽn đầu tiên của QA.,analyst,Mục tiêu chất lượng chưa trở thành ngôn ngữ chung đồng đều. Khoảng cách giữa mục tiêu được công bố và mục tiêu được giáo viên hiểu là điểm nghẽn đầu tiên của QA.
Giáo viên,01_STRUCTURAL,QA-GOAL-ANNUAL,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập mục tiêu chất lượng hằng năm; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập mục tiêu chất lượng hằng năm; mẫu hình liên trường còn hạn chế.
Giáo viên,01_STRUCTURAL,QA-GOAL-ANNUAL,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,01_STRUCTURAL,QA-GOAL-ANNUAL,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,01_STRUCTURAL,QA-GOAL-ANNUAL,Mức độ bằng chứng,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn)
Giáo viên,01_STRUCTURAL,QA-GOAL-ANNUAL,Diễn giải học thuật,"Đối chiếu GV cho thấy mục tiêu chất lượng hằng năm có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Mẫu hình cần được đọc theo chu trình mục tiêu → vai trò → quy trình → dữ liệu → hành động → theo dõi. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy mục tiêu chất lượng hằng năm có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Mẫu hình cần được đọc theo chu trình mục tiêu → vai trò → quy trình → dữ liệu → hành động → theo dõi. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,01_STRUCTURAL,QA-GOAL-COMM,Điểm hội tụ liên trường,Bốn trường có dữ liệu đều có kênh truyền thông mục tiêu hoặc chỉ đạo chất lượng.,analyst,Bốn trường có dữ liệu đều có kênh truyền thông mục tiêu hoặc chỉ đạo chất lượng.
Giáo viên,01_STRUCTURAL,QA-GOAL-COMM,Điểm phân kì liên trường,"Hiệu lực truyền thông phân hóa rõ, đặc biệt trong TrB và TrE: có người thấy được phổ biến thường xuyên, người khác cảm nhận mơ hồ hoặc thiếu theo dõi.",analyst,"Hiệu lực truyền thông phân hóa rõ, đặc biệt trong TrB và TrE: có người thấy được phổ biến thường xuyên, người khác cảm nhận mơ hồ hoặc thiếu theo dõi."
Giáo viên,01_STRUCTURAL,QA-GOAL-COMM,Loại quan hệ so sánh,Phân kì rõ về hiệu lực truyền thông,analyst,Phân kì rõ về hiệu lực truyền thông
